gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
5154244475	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/499415897/original.jpeg	https://www.inaturalist.org/photos/499415897					2025-05-03T14:37:01Z	Jenny Glenn		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Jenny Glenn
5154219027	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/502836402/original.jpeg	https://www.inaturalist.org/photos/502836402					2025-05-10T16:13:34Z	Tom Moore		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Tom Moore
5154217930	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/503955437/original.jpg	https://www.inaturalist.org/photos/503955437					2025-05-12T18:20:14Z	agnieszka76		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	agnieszka76
5154186712	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/434107030/original.jpeg	https://www.inaturalist.org/photos/434107030					2024-09-22T21:49:17Z	jhaigney		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	jhaigney
5154174954	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/498346506/original.jpg	https://www.inaturalist.org/photos/498346506					2025-04-27T23:26:02Z	brianbarreraab		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	brianbarreraab
5154142244	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/502745239/original.jpg	https://www.inaturalist.org/photos/502745239					2024-04-26T13:52:22Z	caitlinhp		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	caitlinhp
5154133536	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/501889074/original.jpg	https://www.inaturalist.org/photos/501889074					2025-05-08T15:59:22Z	jcollatz		iNaturalist	http://creativecommons.org/publicdomain/zero/1.0/	jcollatz
5154095729	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/501695961/original.jpeg	https://www.inaturalist.org/photos/501695961					2025-05-03T20:53:57Z	essayer		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	essayer
5154067934	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/498431705/original.jpeg	https://www.inaturalist.org/photos/498431705					2025-04-27T18:53:51Z	kbarylski		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	kbarylski
5154054030	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/501589008/original.jpeg	https://www.inaturalist.org/photos/501589008					2025-05-07T21:37:00Z	farragutroad		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	farragutroad
